Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Lifetime Value,Seasonality Score,Cluster,Purchase Target
1791,50,1,Gloves,0,26,North Carolina,2,Violet,2,3.7,0,Credit Card,Store Pickup,No,No,31,PayPal,30.0,806,21.0,3,0
1792,62,1,Jeans,1,98,Montana,2,Purple,3,4.0,0,Debit Card,Store Pickup,No,No,38,Cash,365.0,3724,1095.0,2,0
1793,38,1,Sneakers,2,59,Iowa,1,Peach,0,3.0,0,Bank Transfer,Express,No,No,22,Debit Card,30.0,1298,21.0,3,0
1794,65,1,Hat,0,92,Iowa,2,White,0,3.8,0,Debit Card,Store Pickup,No,No,45,Cash,30.0,4140,21.0,0,0
1795,60,1,Backpack,0,40,Ohio,0,Indigo,1,3.7,0,Bank Transfer,Express,No,No,21,Debit Card,14.0,840,14.0,3,0
1796,68,1,Jeans,1,20,Wisconsin,2,Violet,0,4.0,0,Debit Card,2-Day Shipping,No,No,9,Debit Card,14.0,180,0.0,3,0
1797,62,1,Skirt,1,35,South Carolina,2,Brown,1,3.1,0,Debit Card,Store Pickup,No,No,34,Venmo,7.0,1190,7.0,3,0
1798,62,1,Belt,0,35,Oregon,0,Maroon,1,3.9,0,PayPal,2-Day Shipping,No,No,26,Venmo,7.0,910,7.0,3,0
1799,40,1,Dress,1,82,North Dakota,0,Magenta,3,3.7,0,Credit Card,Express,No,No,1,Cash,7.0,82,21.0,3,0
1800,32,1,Hoodie,1,48,California,1,Charcoal,0,3.9,0,Debit Card,Express,No,No,47,Venmo,7.0,2256,0.0,0,0
1801,22,1,Coat,3,58,Mississippi,3,Indigo,3,2.7,0,Cash,Express,No,No,30,Credit Card,7.0,1740,21.0,3,0
1802,33,1,Sweater,1,57,New Jersey,1,Turquoise,1,3.9,0,Credit Card,Express,No,No,48,Debit Card,14.0,2736,14.0,0,0
1803,57,1,Shorts,1,96,Rhode Island,0,Turquoise,3,2.6,0,Bank Transfer,Store Pickup,No,No,31,Venmo,30.0,2976,21.0,0,0
1804,60,1,Sneakers,2,97,New Hampshire,2,Gray,2,3.5,0,PayPal,Free Shipping,No,No,33,Venmo,14.0,3201,28.0,0,0
1805,30,1,Sweater,1,42,Louisiana,0,Peach,3,4.4,0,Debit Card,Next Day Air,No,No,39,Credit Card,7.0,1638,21.0,3,0
1806,41,1,T-shirt,1,62,Arizona,0,Gold,1,4.9,0,Venmo,Store Pickup,No,No,46,Debit Card,7.0,2852,7.0,0,0
1807,58,1,Handbag,0,67,Rhode Island,1,Green,0,3.9,0,Credit Card,Standard,No,No,24,Venmo,365.0,1608,0.0,3,0
1808,34,1,Sneakers,2,46,Vermont,0,Gold,2,3.5,0,PayPal,Standard,No,No,37,Venmo,14.0,1702,28.0,3,0
1809,67,1,Jacket,3,71,Tennessee,1,Lavender,1,4.3,0,Credit Card,Next Day Air,No,No,7,Debit Card,30.0,497,30.0,3,0
1810,58,1,Backpack,0,99,Alaska,2,Blue,0,3.4,0,Credit Card,Free Shipping,No,No,6,Debit Card,14.0,594,0.0,3,0
1811,41,1,Jeans,1,28,Maryland,1,Magenta,0,2.7,0,Credit Card,Standard,No,No,16,Cash,30.0,448,21.0,3,0
1812,42,1,Belt,0,77,Wisconsin,0,Blue,2,3.6,0,Bank Transfer,Standard,No,No,33,Bank Transfer,365.0,2541,730.0,2,0
1813,50,1,Boots,2,63,Nevada,2,Blue,2,4.9,0,Venmo,Express,No,No,18,PayPal,30.0,1134,21.0,3,0
1814,40,1,Shorts,1,62,Illinois,1,Olive,1,3.5,0,Credit Card,Free Shipping,No,No,24,PayPal,7.0,1488,7.0,3,0
1815,32,1,Jeans,1,92,Montana,1,White,2,3.8,0,Debit Card,Free Shipping,No,No,24,Cash,30.0,2208,21.0,0,0
1816,51,1,Shoes,2,72,New Mexico,0,White,3,4.5,0,Venmo,2-Day Shipping,No,No,48,Credit Card,30.0,3456,21.0,0,0
1817,26,1,Hat,0,79,Virginia,1,Purple,2,4.0,0,Venmo,Express,No,No,4,Cash,7.0,316,14.0,3,0
1818,32,1,T-shirt,1,27,Delaware,1,White,2,4.7,0,Credit Card,Free Shipping,No,No,20,Cash,7.0,540,14.0,3,0
1819,58,1,Sunglasses,0,39,North Carolina,1,White,0,3.8,0,Credit Card,Express,No,No,47,Debit Card,30.0,1833,21.0,0,0
1820,51,1,Socks,1,86,Nevada,2,Peach,1,4.5,0,Cash,Next Day Air,No,No,50,Cash,30.0,4300,21.0,0,0
1821,19,1,Shirt,1,94,Washington,3,Gold,0,5.0,0,PayPal,Express,No,No,31,PayPal,30.0,2914,0.0,0,0
1822,57,1,Shorts,1,53,Maine,1,Teal,1,2.8,0,Credit Card,Express,No,No,29,PayPal,30.0,1537,21.0,3,0
1823,66,1,Shirt,1,85,Connecticut,2,Cyan,2,4.4,0,Cash,Standard,No,No,4,Cash,365.0,340,730.0,2,0
1824,62,1,Socks,1,50,Louisiana,0,Pink,0,4.7,0,Cash,Free Shipping,No,No,40,Bank Transfer,30.0,2000,21.0,0,0
1825,58,1,Pants,1,47,Illinois,3,Magenta,3,3.8,0,Credit Card,Express,No,No,31,Cash,30.0,1457,90.0,3,0
1826,23,1,Boots,2,75,South Dakota,1,Pink,3,4.9,0,Bank Transfer,Next Day Air,No,No,41,Credit Card,7.0,3075,21.0,0,0
1827,45,1,T-shirt,1,60,Indiana,1,Turquoise,3,4.2,0,PayPal,Express,No,No,44,Debit Card,365.0,2640,1095.0,2,0
1828,20,1,T-shirt,1,36,Vermont,2,Pink,1,4.9,0,Cash,2-Day Shipping,No,No,31,Bank Transfer,7.0,1116,7.0,3,0
1829,33,1,Coat,3,80,New Hampshire,0,Gray,1,3.9,0,Debit Card,Express,No,No,45,Cash,30.0,3600,21.0,0,0
1830,30,1,Hat,0,96,Oregon,1,White,1,4.9,0,Venmo,2-Day Shipping,No,No,50,Credit Card,30.0,4800,21.0,0,0
1831,50,1,Sunglasses,0,80,Kansas,1,Blue,3,4.8,0,Credit Card,Express,No,No,7,Venmo,365.0,560,1095.0,2,0
1832,62,1,Blouse,1,71,Maine,1,Cyan,2,3.3,0,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,30.0,355,21.0,3,1
1833,69,1,Jewelry,0,29,Louisiana,1,Blue,0,4.6,0,Debit Card,Free Shipping,No,No,48,Cash,30.0,1392,0.0,3,0
1834,34,1,Jewelry,0,53,Louisiana,1,Yellow,1,4.5,0,Bank Transfer,2-Day Shipping,No,No,19,PayPal,14.0,1007,14.0,3,0
1835,49,1,Skirt,1,35,Indiana,1,Charcoal,2,4.1,0,Venmo,2-Day Shipping,No,No,39,Venmo,14.0,1365,28.0,3,0
1836,65,1,Scarf,0,75,Kentucky,1,Lavender,0,3.2,0,Cash,2-Day Shipping,No,No,45,Credit Card,30.0,3375,21.0,0,0
1837,66,1,Pants,1,52,South Carolina,1,Teal,0,4.2,0,Cash,2-Day Shipping,No,No,35,Credit Card,30.0,1820,0.0,3,0
1838,41,1,Hat,0,77,Montana,1,Beige,3,4.8,0,PayPal,Free Shipping,No,No,8,Venmo,30.0,616,90.0,3,0
1839,37,1,Gloves,0,24,Vermont,0,Blue,0,4.1,0,Credit Card,Next Day Air,No,No,11,Credit Card,30.0,264,21.0,3,0
1840,32,1,Shirt,1,78,Mississippi,3,Purple,3,3.7,0,Venmo,Store Pickup,No,No,32,Cash,365.0,2496,1095.0,2,0
1841,42,1,Sandals,2,98,Wyoming,1,Gold,3,2.6,0,Cash,Store Pickup,No,No,46,Bank Transfer,30.0,4508,21.0,0,0
1842,31,1,Socks,1,57,Vermont,0,Blue,3,3.0,0,Debit Card,Standard,No,No,7,PayPal,30.0,399,21.0,3,0
1843,61,1,Handbag,0,78,Alabama,1,Black,2,4.4,0,Bank Transfer,Express,No,No,1,Debit Card,365.0,78,730.0,2,0
1844,36,1,Jacket,3,76,Kentucky,1,Charcoal,0,4.7,0,Bank Transfer,Next Day Air,No,No,32,Credit Card,30.0,2432,0.0,0,0
1845,60,1,Shorts,1,26,South Dakota,1,Purple,1,2.7,0,Venmo,2-Day Shipping,No,No,31,Credit Card,365.0,806,365.0,2,0
1846,51,1,Sandals,2,78,Delaware,1,Orange,3,2.8,0,Debit Card,2-Day Shipping,No,No,39,Bank Transfer,30.0,3042,21.0,0,0
1847,68,1,Scarf,0,53,Wisconsin,1,Yellow,2,2.9,0,Debit Card,Standard,No,No,9,Venmo,30.0,477,21.0,3,0
1848,46,1,Sandals,2,100,Arizona,3,Cyan,2,4.4,0,Debit Card,Free Shipping,No,No,49,Credit Card,7.0,4900,14.0,0,0
1849,19,1,Jeans,1,73,Maine,3,Yellow,3,2.7,0,Credit Card,Express,No,No,34,Cash,30.0,2482,21.0,0,0
1850,30,1,Skirt,1,40,New Mexico,1,Maroon,3,4.5,0,Credit Card,Store Pickup,No,No,35,Bank Transfer,30.0,1400,90.0,3,0
1851,51,1,Gloves,0,76,Wyoming,2,Black,3,2.8,0,Credit Card,Store Pickup,No,No,50,Debit Card,7.0,3800,21.0,0,0
1852,28,1,Skirt,1,80,Delaware,2,Lavender,0,3.1,0,Venmo,Free Shipping,No,No,4,Bank Transfer,14.0,320,0.0,3,0
1853,41,1,Sweater,1,80,Pennsylvania,3,Violet,3,3.8,0,Cash,Store Pickup,No,No,32,Cash,7.0,2560,21.0,0,0
1854,29,1,Blouse,1,67,North Dakota,3,Olive,1,2.9,0,Bank Transfer,Express,No,No,11,PayPal,14.0,737,14.0,3,1
1855,25,1,Sweater,1,61,Kentucky,1,Teal,1,3.8,0,Credit Card,Express,No,No,49,Credit Card,365.0,2989,365.0,2,0
1856,60,1,Shirt,1,76,Rhode Island,3,Teal,1,4.7,0,Bank Transfer,Standard,No,No,9,Cash,365.0,684,365.0,2,0
1857,63,1,Jewelry,0,55,Arizona,3,Beige,2,3.2,0,Venmo,Free Shipping,No,No,30,PayPal,30.0,1650,21.0,3,0
1858,51,1,T-shirt,1,85,Colorado,0,Maroon,2,4.0,0,Cash,Next Day Air,No,No,33,Cash,30.0,2805,60.0,0,0
1859,22,1,Scarf,0,69,Maine,2,Peach,1,4.9,0,Venmo,2-Day Shipping,No,No,8,Debit Card,365.0,552,365.0,2,0
1860,54,1,Belt,0,26,New Jersey,0,Beige,2,3.7,0,Credit Card,Store Pickup,No,No,29,Debit Card,14.0,754,28.0,3,0
1861,18,1,T-shirt,1,64,Kansas,1,Silver,2,4.8,0,Credit Card,Next Day Air,No,No,4,Credit Card,30.0,256,60.0,3,0
1862,29,1,Sneakers,2,60,South Dakota,2,Peach,0,3.6,0,Bank Transfer,Standard,No,No,19,Debit Card,30.0,1140,0.0,3,0
1863,59,1,Gloves,0,36,New Hampshire,1,Turquoise,3,4.6,0,Debit Card,Express,No,No,10,PayPal,14.0,360,42.0,3,0
1864,25,1,Sandals,2,21,Connecticut,0,Orange,1,4.3,0,Venmo,2-Day Shipping,No,No,39,Debit Card,30.0,819,30.0,3,0
1865,19,1,Backpack,0,72,Wyoming,2,Cyan,0,3.2,0,Bank Transfer,2-Day Shipping,No,No,21,Venmo,30.0,1512,21.0,3,0
1866,56,1,Pants,1,62,Missouri,2,Silver,2,3.8,0,Venmo,Store Pickup,No,No,12,Bank Transfer,30.0,744,60.0,3,0
1867,31,1,T-shirt,1,44,Alaska,3,Gold,3,4.2,0,Debit Card,Standard,No,No,9,Credit Card,14.0,396,42.0,3,0
1868,45,1,Skirt,1,52,Delaware,1,Brown,0,3.4,0,Debit Card,2-Day Shipping,No,No,20,Venmo,30.0,1040,21.0,3,0
1869,23,1,Gloves,0,58,Indiana,1,Silver,1,4.7,0,Bank Transfer,Next Day Air,No,No,44,Cash,14.0,2552,14.0,0,0
1870,18,1,Blouse,1,77,West Virginia,2,Beige,1,3.9,0,PayPal,2-Day Shipping,No,No,16,Debit Card,30.0,1232,21.0,3,1
1871,43,1,Blouse,1,99,Wyoming,0,Violet,1,4.3,0,Debit Card,Store Pickup,No,No,27,Debit Card,14.0,2673,14.0,0,1
1872,56,1,Jeans,1,96,Illinois,3,Violet,0,2.7,0,Bank Transfer,Standard,No,No,14,Cash,30.0,1344,21.0,3,0
1873,43,1,T-shirt,1,64,Alaska,1,Lavender,2,4.6,0,Credit Card,Standard,No,No,24,Credit Card,30.0,1536,60.0,3,0
1874,64,1,Sweater,1,44,Wisconsin,3,Red,0,2.9,0,Credit Card,Express,No,No,49,Bank Transfer,7.0,2156,0.0,0,0
1875,67,1,Pants,1,33,Indiana,0,Purple,0,3.6,0,Cash,Free Shipping,No,No,14,Cash,7.0,462,0.0,3,0
1876,63,1,Boots,2,71,Tennessee,1,Brown,3,3.9,0,Debit Card,Next Day Air,No,No,6,Credit Card,30.0,426,21.0,3,0
1877,54,1,Skirt,1,36,Illinois,1,Gray,0,2.6,0,Credit Card,Standard,No,No,20,Venmo,30.0,720,21.0,3,0
1878,69,1,Gloves,0,62,Pennsylvania,0,Pink,0,3.6,0,Cash,Express,No,No,3,Credit Card,365.0,186,0.0,3,0
1879,34,1,Socks,1,29,Oklahoma,0,Magenta,2,3.4,0,Credit Card,Store Pickup,No,No,5,Credit Card,30.0,145,60.0,3,0
1880,56,1,T-shirt,1,33,Tennessee,0,Charcoal,1,3.5,0,Debit Card,Express,No,No,46,Cash,30.0,1518,21.0,3,0
1881,34,1,Blouse,1,33,New Jersey,0,Yellow,0,3.1,0,PayPal,2-Day Shipping,No,No,8,Debit Card,30.0,264,0.0,3,1
1882,58,1,Blouse,1,41,New Jersey,1,Red,3,4.3,0,Bank Transfer,Standard,No,No,13,Cash,30.0,533,21.0,3,1
1883,44,1,Scarf,0,54,Tennessee,0,Blue,3,5.0,0,Debit Card,Store Pickup,No,No,25,Bank Transfer,30.0,1350,21.0,3,0
1884,25,1,Backpack,0,58,Georgia,1,Cyan,1,4.9,0,PayPal,Store Pickup,No,No,39,Debit Card,14.0,2262,14.0,0,0
1885,27,1,Shorts,1,30,Arizona,2,Pink,2,4.3,0,Bank Transfer,Next Day Air,No,No,15,Bank Transfer,30.0,450,21.0,3,0
1886,26,1,Jewelry,0,53,Nevada,2,Maroon,3,4.4,0,Credit Card,Standard,No,No,35,Cash,30.0,1855,90.0,0,0
1887,18,1,Gloves,0,91,Arkansas,0,Beige,1,4.4,0,Cash,Next Day Air,No,No,46,Cash,30.0,4186,21.0,0,0
1888,64,1,Hoodie,1,44,North Dakota,3,Gold,0,3.5,0,Cash,Express,No,No,3,PayPal,30.0,132,0.0,3,0
1889,62,1,Hoodie,1,89,South Dakota,3,Turquoise,3,3.4,0,Bank Transfer,Free Shipping,No,No,48,Credit Card,7.0,4272,21.0,0,0
1890,59,1,Skirt,1,57,North Carolina,0,Peach,1,2.5,0,Debit Card,Next Day Air,No,No,27,Bank Transfer,7.0,1539,7.0,3,0
1891,36,1,Sunglasses,0,57,Hawaii,1,Lavender,1,3.4,0,Debit Card,Store Pickup,No,No,5,Credit Card,7.0,285,7.0,3,0
1892,69,1,Jewelry,0,74,New Hampshire,1,Gray,2,2.6,0,Venmo,Next Day Air,No,No,48,Debit Card,30.0,3552,21.0,0,0
1893,39,1,Jacket,3,30,California,1,Blue,0,4.6,0,Bank Transfer,2-Day Shipping,No,No,12,Venmo,7.0,360,0.0,3,0
1894,28,1,Dress,1,20,Delaware,0,Red,2,3.7,0,Venmo,Express,No,No,10,PayPal,14.0,200,28.0,3,0
1895,42,1,Hoodie,1,90,Arizona,1,Purple,0,2.5,0,Credit Card,Free Shipping,No,No,48,Debit Card,30.0,4320,21.0,0,0
1896,31,1,Jeans,1,61,Washington,0,Indigo,0,4.5,0,Debit Card,Express,No,No,3,Debit Card,30.0,183,0.0,3,0
1897,57,1,Sandals,2,51,Nevada,1,Gold,0,2.9,0,Cash,Standard,No,No,19,Venmo,30.0,969,0.0,3,0
1898,53,1,Sunglasses,0,97,Alaska,0,Teal,3,2.9,0,Venmo,Free Shipping,No,No,11,Debit Card,14.0,1067,42.0,3,0
1899,59,1,Pants,1,97,Texas,0,Magenta,0,3.5,0,PayPal,Next Day Air,No,No,25,Venmo,30.0,2425,0.0,0,0
1900,32,1,Shorts,1,40,New York,0,Maroon,3,4.2,0,Venmo,Store Pickup,No,No,42,PayPal,7.0,1680,21.0,3,0
1901,65,1,Jewelry,0,85,Iowa,2,Blue,2,3.3,0,Debit Card,Free Shipping,No,No,34,Cash,30.0,2890,21.0,0,0
1902,56,1,Socks,1,76,Arizona,2,Beige,3,3.9,0,Venmo,Store Pickup,No,No,50,Cash,30.0,3800,21.0,0,0
1903,31,1,Sandals,2,22,New Mexico,2,Olive,1,5.0,0,Bank Transfer,Store Pickup,No,No,21,Venmo,30.0,462,30.0,3,0
1904,59,1,Pants,1,63,North Carolina,1,Gold,2,3.3,0,Bank Transfer,Standard,No,No,37,Bank Transfer,7.0,2331,14.0,0,0
1905,22,1,T-shirt,1,71,Nevada,2,Silver,1,4.2,0,PayPal,Free Shipping,No,No,46,Cash,30.0,3266,30.0,0,0
1906,47,1,Boots,2,35,Idaho,1,Teal,2,4.9,0,Debit Card,2-Day Shipping,No,No,14,Bank Transfer,14.0,490,28.0,3,0
1907,23,1,Backpack,0,30,Vermont,1,Green,1,4.6,0,Bank Transfer,2-Day Shipping,No,No,24,PayPal,14.0,720,14.0,3,0
1908,69,1,Skirt,1,74,New Mexico,0,Orange,0,4.8,0,Cash,Store Pickup,No,No,36,Credit Card,30.0,2664,21.0,0,0
1909,18,1,Scarf,0,71,Georgia,3,Charcoal,3,2.7,0,Credit Card,Next Day Air,No,No,19,Debit Card,30.0,1349,21.0,3,0
1910,50,1,Sweater,1,84,Kentucky,2,Black,1,4.3,0,PayPal,Store Pickup,No,No,12,Credit Card,30.0,1008,30.0,3,0
1911,29,1,Sandals,2,38,New York,2,Yellow,0,3.8,0,Venmo,Express,No,No,13,Debit Card,30.0,494,21.0,3,0
1912,65,1,Jewelry,0,81,Arizona,1,Gray,1,4.9,0,Credit Card,Express,No,No,32,Debit Card,30.0,2592,21.0,0,0
1913,29,1,Sweater,1,56,Colorado,2,Charcoal,3,3.4,0,Cash,2-Day Shipping,No,No,5,Credit Card,30.0,280,21.0,3,0
1914,49,1,Skirt,1,48,Kentucky,1,Peach,3,3.6,0,Venmo,Express,No,No,29,Cash,365.0,1392,1095.0,2,0
1915,28,1,Shorts,1,97,Alaska,0,Green,0,3.4,0,Venmo,Standard,No,No,40,Credit Card,14.0,3880,0.0,0,0
1916,51,1,Backpack,0,74,Alabama,1,Magenta,0,4.7,0,PayPal,2-Day Shipping,No,No,44,Cash,7.0,3256,0.0,0,0
1917,26,1,Hoodie,1,50,Connecticut,2,Beige,3,3.0,0,PayPal,Next Day Air,No,No,3,Debit Card,30.0,150,21.0,3,0
1918,38,1,Skirt,1,71,Hawaii,0,Black,3,3.4,0,Venmo,Free Shipping,No,No,35,PayPal,30.0,2485,21.0,0,0
1919,35,1,Skirt,1,33,Idaho,2,Purple,2,4.6,0,PayPal,Standard,No,No,33,Debit Card,30.0,1089,60.0,3,0
1920,34,1,Backpack,0,56,Virginia,1,Olive,2,3.1,0,Credit Card,Express,No,No,20,PayPal,30.0,1120,21.0,3,0
1921,51,1,Blouse,1,84,Connecticut,1,Purple,1,2.8,0,Bank Transfer,Standard,No,No,40,Cash,30.0,3360,21.0,0,1
1922,47,1,Shirt,1,36,Michigan,1,Green,0,3.5,0,Cash,Store Pickup,No,No,13,Venmo,365.0,468,0.0,3,0
1923,18,1,Gloves,0,63,Kentucky,2,Peach,2,4.6,0,PayPal,Standard,No,No,9,PayPal,30.0,567,60.0,3,0
1924,64,1,Sandals,2,36,Nebraska,3,Blue,2,4.3,0,PayPal,Standard,No,No,7,Cash,365.0,252,730.0,2,0
1925,30,1,Jacket,3,63,Michigan,1,Gray,0,4.8,0,Venmo,Free Shipping,No,No,42,PayPal,30.0,2646,21.0,0,0
1926,59,1,Sneakers,2,32,Utah,0,Black,3,2.9,0,Venmo,Express,No,No,44,Credit Card,14.0,1408,42.0,3,0
1927,66,1,Backpack,0,93,New Mexico,1,Silver,1,3.0,0,Venmo,Express,No,No,6,PayPal,365.0,558,365.0,2,0
1928,40,1,Pants,1,29,Florida,1,Pink,2,2.9,0,Debit Card,Standard,No,No,8,Cash,30.0,232,21.0,3,0
1929,25,1,Sunglasses,0,92,Mississippi,2,Lavender,2,3.7,0,PayPal,Standard,No,No,10,PayPal,7.0,920,14.0,3,0
1930,59,1,Jeans,1,33,Hawaii,0,Brown,0,4.7,0,Debit Card,Standard,No,No,46,Venmo,30.0,1518,21.0,3,0
1931,66,1,Pants,1,52,North Carolina,0,Turquoise,1,3.5,0,Bank Transfer,Store Pickup,No,No,26,Cash,7.0,1352,7.0,3,0
1932,54,1,Jewelry,0,42,Illinois,2,Olive,1,2.7,0,PayPal,Store Pickup,No,No,6,Debit Card,30.0,252,21.0,3,0
1933,42,1,Hoodie,1,36,Maryland,1,White,1,5.0,0,Cash,Free Shipping,No,No,47,Credit Card,30.0,1692,21.0,0,0
1934,48,1,Sandals,2,67,Montana,0,Violet,2,4.1,0,Cash,Next Day Air,No,No,28,Venmo,365.0,1876,730.0,2,0
1935,34,1,Jacket,3,43,Michigan,0,Gold,3,2.7,0,Debit Card,Free Shipping,No,No,23,Bank Transfer,365.0,989,1095.0,2,0
1936,19,1,Blouse,1,68,North Carolina,3,Violet,1,4.8,0,Debit Card,Free Shipping,No,No,45,Cash,14.0,3060,14.0,0,1
1937,70,1,Jewelry,0,60,Minnesota,2,Teal,2,4.3,0,PayPal,2-Day Shipping,No,No,44,PayPal,30.0,2640,21.0,0,0
1938,43,1,Socks,1,53,Delaware,1,Olive,2,4.5,0,Venmo,2-Day Shipping,No,No,11,Bank Transfer,30.0,583,60.0,3,0
1939,46,1,Jeans,1,23,Kentucky,0,Blue,1,3.8,0,Bank Transfer,Standard,No,No,39,Debit Card,30.0,897,21.0,3,0
1940,66,1,Gloves,0,57,Ohio,0,Magenta,3,3.7,0,Bank Transfer,Store Pickup,No,No,20,PayPal,30.0,1140,21.0,3,0
1941,50,1,Hat,0,89,Alaska,0,Gray,0,3.9,0,Venmo,2-Day Shipping,No,No,48,PayPal,14.0,4272,0.0,0,0
1942,55,1,Shoes,2,99,Vermont,3,Peach,3,3.3,0,PayPal,Standard,No,No,46,Credit Card,30.0,4554,21.0,0,0
1943,63,1,Pants,1,28,Alabama,1,Cyan,0,3.4,0,Credit Card,Express,No,No,22,PayPal,30.0,616,0.0,3,0
1944,32,1,Socks,1,53,Wisconsin,0,Violet,2,3.8,0,Debit Card,Next Day Air,No,No,45,Cash,365.0,2385,730.0,2,0
1945,30,1,Hoodie,1,45,Arkansas,1,Gold,3,2.7,0,Debit Card,Free Shipping,No,No,49,Cash,30.0,2205,21.0,0,0
1946,35,1,Hoodie,1,38,Georgia,1,Gold,3,2.9,0,Debit Card,2-Day Shipping,No,No,9,Credit Card,30.0,342,21.0,3,0
1947,59,1,Pants,1,49,Louisiana,1,White,2,4.5,0,Bank Transfer,Standard,No,No,41,Credit Card,30.0,2009,21.0,0,0
1948,59,1,Shirt,1,32,New York,1,Gray,2,2.6,0,Debit Card,Store Pickup,No,No,2,PayPal,30.0,64,60.0,3,0
1949,54,1,T-shirt,1,37,Connecticut,0,Brown,3,3.1,0,Debit Card,Next Day Air,No,No,39,PayPal,30.0,1443,21.0,3,0
1950,63,1,Dress,1,80,Nebraska,0,Gray,3,4.7,0,Venmo,Store Pickup,No,No,12,PayPal,30.0,960,21.0,3,0
1951,43,1,Backpack,0,78,Arkansas,0,Blue,2,4.6,0,Cash,Free Shipping,No,No,26,PayPal,30.0,2028,21.0,0,0
1952,33,1,Gloves,0,53,Connecticut,0,Gold,2,2.7,0,Bank Transfer,Next Day Air,No,No,32,Bank Transfer,30.0,1696,21.0,3,0
1953,57,1,Shoes,2,82,Maryland,0,Yellow,2,4.6,0,PayPal,2-Day Shipping,No,No,50,Cash,30.0,4100,21.0,0,0
1954,25,1,Skirt,1,33,Colorado,3,Green,1,4.8,0,Cash,Standard,No,No,3,PayPal,14.0,99,14.0,3,0
1955,26,1,Gloves,0,77,Colorado,1,Pink,3,4.2,0,Bank Transfer,Free Shipping,No,No,3,Venmo,30.0,231,21.0,3,0
1956,50,1,Hoodie,1,56,Maine,1,Pink,3,4.9,0,Credit Card,Express,No,No,37,Cash,30.0,2072,90.0,0,0
1957,70,1,Socks,1,37,Oklahoma,1,Pink,3,4.9,0,Cash,Express,No,No,20,Credit Card,14.0,740,42.0,3,0
1958,68,1,Gloves,0,54,South Carolina,1,Cyan,1,4.5,0,Venmo,Store Pickup,No,No,26,Cash,30.0,1404,21.0,3,0
1959,39,1,Shorts,1,67,Nevada,1,Gray,3,2.7,0,Cash,Store Pickup,No,No,47,Cash,30.0,3149,21.0,0,0
1960,46,1,Shoes,2,90,Colorado,1,White,0,3.1,0,Credit Card,Store Pickup,No,No,7,Credit Card,30.0,630,21.0,3,0
1961,57,1,Jeans,1,72,Massachusetts,0,Red,2,3.3,0,Bank Transfer,2-Day Shipping,No,No,40,Credit Card,365.0,2880,730.0,2,0
1962,47,1,Boots,2,59,Nevada,0,Black,2,2.6,0,Cash,Free Shipping,No,No,45,Debit Card,30.0,2655,21.0,0,0
1963,40,1,Hat,0,45,Iowa,1,Silver,0,4.4,0,Debit Card,Standard,No,No,20,PayPal,14.0,900,0.0,3,0
1964,52,1,Shorts,1,30,Michigan,0,Pink,1,3.9,0,Bank Transfer,Standard,No,No,11,Credit Card,7.0,330,7.0,3,0
1965,40,1,Pants,1,51,West Virginia,2,Cyan,2,4.6,0,PayPal,Express,No,No,50,Debit Card,30.0,2550,60.0,0,0
1966,67,1,Sweater,1,90,Indiana,1,White,0,4.9,0,Venmo,Express,No,No,25,Debit Card,30.0,2250,21.0,0,0
1967,67,1,Jacket,3,95,Indiana,3,Purple,3,3.7,0,Venmo,Express,No,No,5,Credit Card,14.0,475,42.0,3,0
1968,37,1,Dress,1,81,Georgia,0,Yellow,0,3.7,0,Venmo,Standard,No,No,4,Venmo,365.0,324,0.0,3,0
1969,67,1,Shirt,1,70,Minnesota,2,Blue,1,4.2,0,Credit Card,Standard,No,No,25,Credit Card,7.0,1750,7.0,3,0
1970,64,1,Dress,1,32,Louisiana,2,Cyan,3,3.5,0,PayPal,Next Day Air,No,No,11,Bank Transfer,14.0,352,42.0,3,0
1971,28,1,Belt,0,94,Maryland,1,Indigo,1,2.9,0,Debit Card,Next Day Air,No,No,4,Credit Card,30.0,376,21.0,3,0
1972,54,1,Hat,0,29,Pennsylvania,3,Indigo,1,3.4,0,PayPal,Next Day Air,No,No,1,Venmo,30.0,29,30.0,3,0
1973,54,1,Backpack,0,31,Louisiana,1,Silver,2,3.3,0,Debit Card,Express,No,No,48,PayPal,30.0,1488,21.0,3,0
1974,24,1,Skirt,1,20,Maryland,3,Red,0,4.5,0,Debit Card,Standard,No,No,9,Venmo,30.0,180,21.0,3,0
1975,27,1,Gloves,0,44,Tennessee,1,Peach,3,4.6,0,Credit Card,2-Day Shipping,No,No,2,PayPal,14.0,88,42.0,3,0
1976,53,1,Jacket,3,77,Illinois,0,Turquoise,0,2.9,0,Credit Card,Express,No,No,4,Cash,30.0,308,21.0,3,0
1977,32,1,Handbag,0,51,Wyoming,1,Pink,1,3.2,0,Debit Card,Next Day Air,No,No,43,PayPal,14.0,2193,14.0,0,0
1978,24,1,Sandals,2,49,Florida,1,Teal,2,2.6,0,Debit Card,Free Shipping,No,No,32,Bank Transfer,365.0,1568,730.0,2,0
